# observed, predict
15.0000,14.0999
12.0000,12.7087
16.0000,14.7347
18.0000,16.5798
17.0000,16.2451
13.0000,13.8311
11.0000,11.9919
18.0000,15.7156
11.0000,12.6412
13.0000,13.2499
17.0000,16.5706
17.0000,17.6429
15.0000,16.4859
19.0000,18.3258
28.0000,25.2395
28.0000,25.8744
22.0000,21.2289
20.0000,19.2225
13.0000,14.9739
20.0000,17.7363
15.0000,15.5520
17.0000,16.1885
17.0000,16.3947
23.0000,20.6192
20.0000,19.4083
16.0000,16.8914
29.0000,25.5620
23.0000,21.3907
17.0000,17.2787
20.0000,18.4131
18.0000,17.3609
19.0000,17.9426
20.0000,19.0522
11.0000,14.5018
21.0000,18.9331
28.0000,26.2124
31.0000,29.8601
22.0000,22.6412
24.0000,22.3025
35.0000,31.6167
17.0000,18.8722
12.0000,14.5416
19.0000,17.2114
12.0000,14.3317
11.0000,13.1779
16.0000,15.7774
17.0000,17.1524
21.0000,20.2306
19.0000,19.6244
17.0000,17.8426
16.0000,16.5613
16.0000,16.3350
12.0000,14.1373
19.0000,17.5777
24.0000,22.1393
17.0000,18.0301
22.0000,21.0982
7.0000,13.9482
12.0000,13.2372
35.0000,31.0982
41.0000,39.6325
60.0000,54.6912
59.0000,51.1335
63.0000,55.0823
32.0000,27.2335
31.0000,25.3556
20.0000,19.4670
21.0000,19.4935
28.0000,25.3971
17.0000,18.8807
25.0000,22.7946
22.0000,21.1485
24.0000,22.3056
20.0000,19.8406
20.0000,19.3607
20.0000,19.7495
20.0000,19.8304
17.0000,17.7300
15.0000,16.2387
16.0000,16.1760
15.0000,16.7718
11.0000,15.3269
16.0000,17.7189
18.0000,20.1532
21.0000,22.6795
17.0000,19.6210
24.0000,22.8496
23.0000,22.4315
22.0000,21.3631
24.0000,22.7184
20.0000,20.3204
11.0000,14.9349
17.0000,16.5266
21.0000,19.8206
18.0000,18.6766
18.0000,18.2386
26.0000,23.7189
19.0000,19.5861
25.0000,22.7848
23.0000,21.5726
19.0000,18.7457
16.0000,16.5099
18.0000,17.0543
15.0000,15.5162
16.0000,16.0143
10.0000,13.3284
22.0000,19.7830
26.0000,24.2169
19.0000,20.4258
24.0000,22.5847
27.0000,24.9893
24.0000,22.9298
24.0000,22.3892
20.0000,19.3702
24.0000,21.9931
18.0000,18.8079
12.0000,15.0003
19.0000,17.8698
15.0000,16.5857
15.0000,16.1276
15.0000,16.0768
15.0000,15.8811
20.0000,18.7536
17.0000,17.3342
17.0000,17.0365
11.0000,13.6141
13.0000,13.3914
13.0000,13.5965
12.0000,13.5613
21.0000,19.4872
14.0000,16.2482
24.0000,22.2822
33.0000,30.8982
18.0000,20.1541
22.0000,20.4825
11.0000,14.6357
12.0000,13.2288
14.0000,13.9926
14.0000,14.1178
9.0000,11.6270
17.0000,15.4562
59.0000,42.3293
10.0000,14.8572
16.0000,13.9316
14.0000,13.5888
13.0000,13.3576
9.0000,10.9893
10.0000,10.5445
11.0000,11.0238
17.0000,15.1887
6.0000,10.0772
10.0000,10.6011
19.0000,17.0679
12.0000,14.5569
16.0000,16.1857
16.0000,16.0038
19.0000,17.7542
11.0000,12.9264
23.0000,19.3006
14.0000,14.7274
21.0000,18.2594
16.0000,15.7719
16.0000,15.8082
13.0000,14.4899
18.0000,16.2815
15.0000,14.9861
8.0000,11.1359
13.0000,12.1476
14.0000,13.1829
10.0000,11.2028
13.0000,12.4224
8.0000,9.9989
4.0000,7.1580
7.0000,7.5997
6.0000,7.5114
2.0000,5.3431
16.0000,13.6659
20.0000,18.1307
6.0000,10.6767
16.0000,13.9181
10.0000,11.4356
8.0000,9.7515
24.0000,20.4021
1.0000,8.5832
6.0000,6.7214
12.0000,10.1350
12.0000,11.4879
11.0000,11.1977
10.0000,10.2913
8.0000,8.7801
13.0000,11.5915
10.0000,10.4079
19.0000,16.0141
16.0000,14.9373
7.0000,9.6132
11.0000,9.9608
7.0000,8.0554
10.0000,9.3694
18.0000,15.3704
11.0000,12.3967
11.8000,11.7446
12.6000,11.9588
13.4000,12.7033
14.2000,13.2139
15.0000,13.9074
15.0000,14.0527
27.0000,23.1858
13.0000,14.4423
45.0000,36.0718
41.0000,34.7100
50.0000,43.8001
56.0000,49.4060
50.0000,44.0035
52.0000,46.8438
59.0000,53.8036
60.0000,53.2783
61.0000,53.6836
30.0000,25.7891
20.0000,18.4059
19.0000,18.1325
17.0000,16.9819
4.0000,10.8850
11.0000,11.4010
6.0000,9.0544
15.0000,13.9395
13.0000,13.9282
11.0000,13.0478
9.0000,11.6656
18.0000,17.2009
24.0000,23.7787
24.0000,25.9912
17.0000,21.1274
24.0000,24.1139
28.0000,28.2017
32.0000,32.4837
34.0000,34.4535
20.0000,23.4261
17.0000,18.9984
11.0000,14.3705
20.0000,18.2673
16.0000,16.7353
14.0000,15.1379
13.0000,13.6097
9.0000,10.8384
8.0000,9.2528
9.0000,9.6216
7.0000,8.6395
6.0000,7.9509
11.0000,10.5224
27.0000,23.2026
14.0000,16.1766
10.0000,13.1258
8.0000,10.5363
8.0000,9.7238
21.0000,18.8487
12.0000,15.0503
9.0000,12.3270
13.0000,13.2572
5.0000,8.9388
3.0000,5.9592
8.0000,7.9225
10.0000,9.8985
21.0000,18.2559
11.0000,12.5245
14.0000,12.9441
26.0000,22.2189
12.0000,13.3101
10.0000,10.2463
6.0000,7.4714
6.0000,6.6620
5.0000,6.0371
6.0000,6.9623
9.0000,8.8964
10.0000,9.6852
11.0000,10.5355
9.0000,9.5650
14.0000,12.6285
21.0000,18.2256
29.0000,25.6303
5.0000,10.7251
10.0000,8.7728
16.0000,12.9161
5.0000,7.8010
6.0000,6.8353
5.0000,6.2246
13.0000,11.4149
9.0000,9.8535
6.0000,8.0867
11.0000,10.1679
9.0000,9.2373
8.0000,8.4455
13.0000,11.3710
11.0000,10.8220
11.0000,10.7450
6.0000,7.9060
6.0000,6.9750
9.0000,8.6159
11.0000,10.4181
12.0000,11.7244
13.0000,12.9680
16.0000,15.0513
19.0000,16.9313
9.0000,11.2185
21.0000,17.1938
14.0000,13.9181
14.0000,13.1669
8.0000,9.7932
8.0000,8.6420
13.0000,11.5424
12.0000,11.6210
8.0000,9.3967
6.0000,7.6264
9.0000,8.8135
20.0000,16.7428
1.0000,7.4541
7.0000,7.0172
10.0000,8.9750
10.0000,9.7096
16.0000,13.9941
14.0000,13.5884
18.0000,16.2555
29.0000,25.7546
17.0000,17.4699
16.0000,15.3852
10.0000,11.6666
24.0000,20.1710
23.0000,20.9234
31.0000,27.9872
20.0000,18.9273
8.0000,11.3121
12.0000,11.0109
12.0000,11.5203
8.0000,9.4023
23.0000,19.1436
9.0000,11.5792
17.0000,14.6794
13.0000,13.1008
15.0000,13.9206
16.0000,14.9143
14.0000,14.0789
12.0000,12.9457
17.0000,15.8775
9.0000,12.4837
11.0000,12.3308
9.0000,10.9145
16.0000,14.5375
15.0000,14.9537
15.0000,15.6709
9.0000,12.6588
11.0000,12.1604
17.0000,15.4738
8.0000,10.7138
17.0000,14.5350
12.0000,12.6146
12.0000,12.1349
9.0000,10.4789
15.0000,13.6253
18.0000,16.3579
13.0000,14.0149
19.0000,17.0616
12.0000,13.6299
18.0000,16.0743
21.0000,18.8291
19.0000,17.9086
18.0000,16.8221
8.0000,11.2345
9.0000,9.8642
13.0000,12.1320
9.0000,10.7688
12.0000,11.7879
15.0000,13.8185
13.0000,13.1002
16.0000,14.8867
14.0000,14.0155
15.0000,14.3249
23.0000,20.0565
19.0000,17.8779
27.0000,23.6728
14.0000,15.9274
21.0000,18.5811
15.0000,15.6406
37.0000,32.5419
18.0000,18.7323
15.0000,15.6438
21.0000,18.9013
16.0000,16.5180
14.0000,14.6156
11.0000,12.1409
13.0000,12.4642
14.0000,13.3960
14.0000,13.7015
10.0000,11.6055
12.0000,12.2247
19.0000,16.9389
10.0000,12.7849
16.0000,15.0023
22.0000,20.0639
32.0000,29.8368
26.5000,25.1758
21.0000,20.9438
23.0000,21.0266
23.0000,21.5460
19.0000,19.3535
57.0000,46.1849
47.0000,38.4954
37.0000,31.7311
28.0000,25.8021
37.0000,32.9503
41.0000,36.7673
38.0000,33.5198
40.0000,36.0864
32.0000,28.5507
25.0000,23.1376
11.0000,15.2669
15.0000,15.0256
17.0000,16.5879
17.0000,16.9781
14.0000,16.0214
18.0000,18.4241
16.0000,17.6714
16.0000,17.1601
31.0000,28.4197
35.0000,33.2183
26.0000,26.4782
17.0000,20.3938
14.0000,16.8938
28.0000,26.1277
19.0000,21.3389
21.0000,21.9819
21.0000,22.1376
27.0000,26.6017
24.0000,24.7390
25.0000,24.5993
30.0000,27.8735
27.0000,25.2134
29.0000,25.7797
22.0000,21.2856
16.0000,17.2615
15.0000,15.7749
13.0000,14.3688
19.0000,17.8200
13.0000,15.3793
14.0000,15.6803
27.0000,25.4540
17.0000,19.5311
59.0000,46.7406
52.0000,43.7087
34.0000,29.8394
17.0000,19.7535
11.0000,14.3774
17.0000,16.0912
17.0000,17.1483
15.0000,16.5578
13.0000,15.2200
12.0000,14.2442
10.0000,12.7935
23.0000,20.9833
20.0000,20.2302
21.0000,20.5254
18.0000,18.0761
16.0000,16.2057
18.0000,16.9901
16.0000,16.2236
18.0000,17.1891
14.0000,15.4903
25.0000,23.1604
49.0000,45.6614
52.0000,48.7586
49.0000,45.7758
27.0000,25.7022
28.0000,24.3088
28.0000,24.8507
22.0000,21.0439
21.0000,20.0227
12.0000,14.8591
17.0000,15.9467
13.0000,14.1513
19.0000,17.6765
2.0000,10.9890
12.0000,12.6392
14.0000,14.2049
12.0000,13.6147
11.0000,12.7119
13.0000,13.5293
14.0000,14.3337
10.0000,12.4544
10.0000,12.1276
10.0000,12.3962
13.0000,14.4444
11.0000,13.6988
17.0000,16.8717
24.0000,22.5873
19.0000,19.8413
25.0000,23.1900
18.0000,18.5714
11.0000,13.6991
9.0000,10.8078
18.0000,15.5765
1.0000,8.2383
4.0000,6.0177
14.0000,11.6857
8.0000,9.2285
8.0000,9.0451
13.0000,11.9485
11.0000,11.3619
10.0000,10.6548
19.0000,16.3533
15.0000,14.6306
11.0000,11.9015
11.0000,11.1124
9.0000,9.8989
11.0000,10.9276
15.0000,14.0803
9.0000,11.7286
15.0000,14.3126
22.0000,19.9090
14.0000,15.1852
39.0000,32.8429
41.0000,35.8432
31.0000,26.0783
18.0000,16.6769
11.0000,11.9683
15.0000,13.2810
17.0000,15.3991
13.0000,13.3890
17.0000,15.4999
6.0000,10.2772
10.0000,10.2688
18.0000,15.9067
14.0000,14.5305
17.0000,15.8234
16.0000,15.3510
17.0000,15.8340
14.0000,14.2379
14.0000,13.8874
12.0000,12.7833
13.0000,13.2162
13.0000,14.0405
17.0000,17.0394
22.0000,21.6068
26.0000,25.1407
13.0000,16.7250
17.0000,16.0710
17.0000,15.9843
11.0000,12.8728
26.0000,22.4647
10.0000,13.7421
12.0000,12.1306
15.0000,13.6936
12.0000,12.4842
9.0000,10.9647
14.0000,13.3971
11.0000,12.3611
17.0000,15.7469
12.0000,13.5035
11.0000,12.0973
14.0000,13.3022
11.0000,11.9366
12.0000,12.1171
15.0000,14.2193
16.0000,15.7685
21.0000,19.6781
19.0000,18.8736
16.0000,16.2564
24.0000,21.1902
15.0000,16.2441
17.0000,16.0152
40.0000,35.0108
34.0000,28.8542
27.0000,23.5647
36.0000,31.9403
29.0000,25.4268
28.0000,24.5030
21.0000,20.0887
16.0000,16.4837
27.0000,23.8130
25.0000,22.7941
14.0000,16.1126
19.0000,17.3929
19.0000,17.8742
16.0000,16.3425
16.0000,16.2678
12.0000,14.3123
11.0000,13.2198
12.0000,13.3278
10.0000,12.2527
20.0000,18.3654
17.0000,17.6781
26.0000,25.1449
28.0000,27.8233
46.0000,44.0217
39.0000,35.5938
20.0000,22.1114
19.0000,18.9938
21.0000,19.7888
23.0000,21.5561
18.0000,18.8139
12.0000,15.1896
14.0000,14.8570
15.0000,15.1573
10.0000,12.7740
16.0000,15.3811
13.0000,14.1546
11.0000,12.5634
12.0000,12.3645
8.0000,10.1098
8.0000,9.3397
15.0000,13.6028
18.0000,17.1772
18.0000,18.4199
26.0000,25.1242
26.0000,26.1078
25.0000,24.8628
23.0000,22.3551
10.0000,14.6820
23.0000,19.9672
13.0000,15.4784
19.0000,17.9233
17.0000,16.9571
14.0000,14.6820
13.0000,13.5094
14.0000,13.8052
14.0000,13.8596
19.0000,17.1789
13.0000,14.1896
14.0000,13.7257
11.0000,11.9267
9.0000,10.3028
14.0000,12.8016
14.0000,13.9169
17.0000,16.5804
15.0000,16.1425
12.0000,14.4093
13.0000,14.1909
13.0000,14.0220
12.0000,13.2690
20.0000,17.7469
9.0000,12.4900
13.0000,13.0281
15.0000,14.4799
12.0000,13.1844
19.0000,16.9163
11.0000,12.9351
19.0000,16.7270
2.0000,9.3455
14.0000,12.5226
9.0000,10.4789
11.0000,11.0749
11.0000,11.1611
12.0000,11.7568
14.0000,13.2736
12.0000,12.6812
13.0000,13.0588
12.0000,12.4571
12.0000,12.1128
12.0000,12.0249
10.0000,10.9306
14.0000,13.0021
22.0000,19.2914
21.0000,19.1365
15.0000,15.3073
9.0000,11.4073
13.0000,12.2730
11.0000,11.6700
17.0000,15.1872
19.0000,17.1972
7.0000,10.7885
14.0000,12.2391
10.0000,10.8872
9.0000,9.8346
10.0000,10.2300
6.0000,8.1751
9.0000,9.2491
8.0000,8.9561
11.0000,10.6576
15.0000,13.6060
20.0000,17.6914
14.0000,14.4163
14.0000,13.6552
16.0000,15.0180
16.0000,15.7760
15.0000,15.2113
20.0000,17.8243
21.0000,18.8576
21.0000,19.0579
26.0000,23.0118
27.0000,24.3582
16.0000,17.0360
17.0000,15.6558
17.0000,15.6710
14.0000,14.0607
20.0000,17.4860
17.0000,16.1799
12.0000,13.0606
18.0000,15.8090
14.0000,14.2286
14.0000,14.0196
19.0000,17.4882
22.0000,20.4731
20.0000,19.1931
26.0000,23.3373
17.0000,17.9761
17.0000,16.8626
9.0000,12.7950
22.0000,19.3875
20.0000,19.8075
14.0000,16.7160
18.0000,17.8753
16.0000,16.8353
13.0000,14.5592
24.0000,21.2360
23.0000,21.5670
25.0000,23.0506
17.0000,18.2052
21.0000,19.2684
16.0000,16.4395
18.0000,17.1403
14.0000,15.1175
14.0000,14.6432
12.0000,13.8080
18.0000,17.2065
13.0000,15.1420
25.0000,22.6629
18.0000,18.4939
16.0000,16.4440
26.0000,22.9198
26.0000,24.2339
11.0000,15.6669
16.0000,15.3353
17.0000,16.3059
19.0000,18.0202
21.0000,19.9265
17.0000,18.2252
21.0000,20.0666
19.0000,19.1018
14.0000,15.8153
25.0000,22.2863
17.0000,17.8402
14.0000,15.3332
16.0000,15.5228
15.0000,15.0189
9.0000,11.9070
16.0000,14.9073
10.0000,12.6325
16.0000,15.5319
12.0000,13.9820
9.0000,11.9079
15.0000,14.6600
10.0000,12.5687
12.0000,12.4345
12.0000,12.5330
17.0000,16.0034
11.0000,13.4340
13.0000,13.7051
21.0000,18.9527
17.0000,17.4031
3.0000,10.4183
13.0000,12.1694
12.0000,12.5717
11.0000,12.1655
20.0000,17.6372
13.0000,14.2092
11.0000,12.0604
11.0000,11.2866
8.0000,9.4312
11.0000,10.7871
10.0000,10.5162
9.0000,9.8853
12.0000,11.3627
13.0000,12.4009
11.0000,11.5476
9.0000,10.0479
16.0000,14.0690
8.0000,10.4699
8.0000,9.2584
9.0000,9.5020
12.0000,11.7171
17.0000,15.1924
14.0000,13.7131
18.0000,15.9809
22.0000,19.5170
21.0000,19.2528
17.0000,16.7301
26.0000,22.4923
27.0000,23.9272
19.0000,18.0187
15.0000,14.7040
14.0000,13.5170
13.0000,12.8582
13.0000,12.7681
18.0000,16.0608
16.0000,15.5259
23.0000,20.2099
22.0000,20.1060
25.0000,22.4261
24.0000,21.5018
24.0000,21.4553
19.0000,18.2179
22.0000,19.8826
22.0000,20.5539
26.0000,23.6153
26.0000,24.3462
18.0000,19.3810
16.0000,17.1257
15.0000,16.0537
17.0000,17.1824
17.0000,17.4240
25.0000,22.7088
17.0000,17.8721
17.0000,16.7657
14.0000,14.8645
12.0000,13.4249
10.0000,12.2297
10.0000,11.9413
15.0000,14.9650
15.0000,15.8680
16.0000,16.7514
12.0000,14.5564
17.0000,16.6055
22.0000,20.4848
13.0000,16.0242
13.0000,14.6840
32.0000,28.6737
59.0000,49.5566
20.0000,19.9414
10.0000,12.2421
8.0000,9.4147
21.0000,17.7541
21.0000,20.0655
14.0000,16.4734
17.0000,16.6073
19.0000,17.8024
17.0000,16.5391
11.0000,12.7050
12.0000,11.9628
17.0000,15.1378
16.0000,15.5488
11.0000,13.0105
14.0000,13.7079
12.0000,12.8276
12.0000,12.7341
20.0000,18.1309
21.0000,19.6045
30.0000,28.3458
7.0000,15.6849
7.0000,10.6958
14.0000,12.5114
7.0000,9.2541
6.0000,7.6834
12.0000,11.4036
13.0000,13.3317
17.0000,16.0618
25.0000,22.7653
4.0000,11.6374
27.0000,21.7172
17.0000,16.4839
21.0000,19.3124
23.0000,21.3112
13.0000,15.0178
24.0000,20.4191
30.0000,27.1932
20.0000,19.5720
42.0000,37.2083
43.0000,39.4487
24.0000,23.5378
17.0000,17.4473
6.0000,10.5227
17.0000,14.0610
10.0000,11.2488
10.0000,10.6878
9.0000,9.8216
12.0000,11.6079
9.0000,10.7408
10.0000,11.0817
17.0000,15.7929
7.0000,10.7640
11.0000,11.4227
10.0000,11.5712
7.0000,9.7561
8.0000,9.6737
12.0000,12.0572
9.0000,11.2801
6.0000,9.3915
13.0000,13.1187
10.5000,12.6203
8.0000,10.6973
7.0000,9.0040
7.0000,8.0778
5.0000,6.5316
7.0000,7.2534
9.0000,8.8548
8.0000,8.4360
6.0000,7.1819
14.0000,11.9360
11.0000,11.0434
8.0000,9.1534
8.0000,8.5338
8.0000,8.4140
11.0000,10.1392
9.0000,9.4019
6.0000,7.4392
7.0000,7.3945
12.0000,10.6121
9.0000,9.4881
15.0000,13.0359
10.0000,10.7266
14.0000,12.5964
17.0000,14.9824
13.0000,12.8966
10.0000,10.6215
10.0000,9.9762
16.0000,13.6956
17.0000,15.2363
13.0000,13.0644
15.0000,13.6966
10.0000,11.1058
17.0000,14.6367
11.0000,11.8232
11.0000,11.0196
16.0000,14.0128
15.0000,14.0929
11.0000,11.7608
8.0000,9.4022
9.0000,9.2547
15.0000,13.1192
13.0000,12.8745
3.0000,7.7976
10.0000,9.6158
7.0000,8.4104
9.0000,9.5270
9.0000,9.5864
6.0000,7.7035
9.0000,8.9731
9.0000,9.5179
4.0000,6.9300
1.0000,4.3764
3.0000,4.2970
5.0000,5.4414
9.0000,8.2963
16.0000,13.6287
20.0000,17.6502
10.0000,11.9815
12.0000,11.4847
12.0000,11.4187
13.0000,12.0936
7.0000,8.8715
11.0000,10.2020
7.0000,8.2497
5.0000,6.4736
4.0000,5.3065
5.0000,5.5963
15.0000,12.2324
9.0000,9.5315
3.0000,5.8289
8.0000,7.3527
10.0000,9.0810
8.0000,8.2992
10.0000,9.3874
10.0000,9.7350
8.0000,8.6403
7.0000,7.8005
9.0000,9.0109
6.0000,7.6629
5.0000,6.3937
6.0000,6.5132
8.0000,7.8857
8.0000,8.1271
7.0000,7.5758
6.0000,6.7159
7.0000,7.1258
5.0000,5.9613
6.0000,6.2694
5.0000,5.7327
17.0000,13.6050
9.0000,9.7585
5.0000,6.7705
8.0000,7.5668
6.0000,6.6652
7.0000,7.1031
7.0000,7.1857
12.0000,10.4597
11.0000,10.5261
11.0000,10.6150
15.0000,13.1645
10.0000,10.6729
8.0000,8.7950
10.0000,9.4703
10.0000,9.7529
12.0000,11.0809
9.0000,9.6121
11.0000,10.3639
9.0000,9.4086
14.0000,12.2331
12.0000,11.6721
11.0000,10.9879
7.0000,8.6209
15.0000,12.7799
12.0000,11.7721
18.0000,15.5562
12.0000,12.4965
23.0000,19.2990
17.0000,16.1621
16.0000,15.0246
17.0000,15.5598
14.0000,13.9172
22.0000,18.9759
22.0000,19.6824
14.0000,14.6512
14.0000,13.4109
11.0000,11.7038
16.0000,14.2220
12.0000,12.5739
10.0000,10.9614
13.0000,12.3141
8.0000,9.9898
10.0000,10.3584
19.0000,16.2173
34.0000,29.7877
29.0000,26.0523
28.0000,24.9190
39.0000,35.4556
36.0000,31.5389
47.0000,42.8868
37.0000,31.6224
42.0000,37.0580
55.0000,50.1192
58.0000,52.1661
37.0000,32.1167
27.0000,24.1784
21.0000,19.9927
21.0000,19.5062
25.0000,22.5172
26.0000,24.0132
21.0000,20.3058
17.0000,17.3844
10.0000,13.2401
8.0000,10.9527
7.0000,9.8021
7.0000,10.0725
10.0000,11.9208
11.0000,13.0760
6.0000,10.6568
4.0000,8.3767
5.0000,7.9343
15.0000,15.0065
16.0000,17.7231
18.0000,20.1534
18.0000,19.8995
19.0000,19.6198
17.0000,17.7523
20.0000,19.0044
24.0000,22.0893
27.0000,24.9452
31.0000,28.5593
31.0000,28.2403
36.0000,32.2162
36.0000,31.8223
27.0000,23.7322
18.0000,17.4283
18.0000,16.6078
17.0000,16.0719
19.0000,17.4176
21.0000,19.1352
14.0000,14.9759
15.0000,14.5118
29.0000,25.7309
17.0000,18.3164
14.0000,15.7418
17.0000,16.6328
4.0000,11.0346
21.0000,18.3033
19.0000,18.7982
28.0000,26.8976
5.0000,14.9751
15.0000,15.1423
31.0000,28.3048
32.0000,32.4276
17.0000,21.2335
17.0000,17.7322
18.0000,17.4948
11.0000,13.6908
14.0000,14.1295
9.0000,11.7609
12.0000,12.6104
8.0000,10.7056
11.0000,11.5072
9.0000,10.7946
13.0000,13.1915
13.0000,13.4884
7.0000,9.9805
1.0000,5.6693
9.0000,8.5929
17.0000,14.9607
10.0000,12.4020
20.0000,18.1565
32.0000,28.9768
7.0000,13.0298
7.0000,9.4560
6.0000,7.4692
8.0000,8.2984
7.0000,7.9814
6.0000,7.2297
6.0000,6.8321
6.0000,6.5855
6.0000,6.5734
5.0000,5.8142
5.0000,5.6716
9.0000,8.1294
14.0000,12.0398
16.0000,14.3219
12.0000,12.2590
17.0000,14.7761
19.0000,16.8217
15.0000,14.6475
11.0000,11.8951
6.0000,8.6624
7.0000,7.9424
6.0000,7.5283
6.0000,6.9029
9.0000,8.5090
17.0000,14.2675
22.0000,19.1127
13.0000,13.6223
9.0000,10.0351
11.0000,10.2004
8.0000,8.7360
8.0000,8.3488
6.0000,7.1189
11.0000,9.9277
14.0000,12.6172
14.0000,13.4694
14.0000,13.7915
12.0000,12.5665
31.0000,26.6896
33.0000,29.6293
14.0000,15.6133
24.0000,19.1543
19.0000,17.3212
11.0000,12.3081
9.0000,9.8475
14.0000,12.3205
10.0000,10.8966
8.0000,9.7695
7.0000,8.9883
13.0000,11.8827
7.0000,8.9048
5.0000,6.8406
10.0000,9.2745
9.0000,9.2118
7.0000,8.1057
7.0000,7.7997
9.0000,9.1682
7.0000,8.3671
10.0000,9.9867
10.0000,10.7973
15.0000,14.4991
8.0000,11.2043
22.0000,18.8562
14.0000,14.9966
19.0000,17.3160
19.0000,17.3223
28.0000,24.4859
24.0000,21.5884
38.0000,33.4185
13.0000,14.9495
8.0000,9.2870
10.0000,9.1660
8.0000,8.5019
5.0000,6.5971
11.0000,9.8365
16.0000,13.9355
9.0000,10.4274
9.0000,9.4206
5.0000,6.9318
5.0000,6.1544
6.0000,6.5495
18.0000,14.9584
12.0000,12.3727
7.0000,9.3044
17.0000,14.6418
12.0000,13.0929
23.0000,20.6222
14.0000,16.0758
13.0000,14.3654
8.0000,11.0907
4.0000,7.4916
8.0000,8.0133
10.0000,9.4534
15.0000,13.1138
11.0000,11.3331
28.0000,23.5759
8.0000,11.3836
23.0000,18.2492
27.0000,23.8344
22.0000,20.3513
17.0000,16.0152
10.0000,11.3570
7.0000,8.4432
7.0000,7.7779
15.0000,12.9815
14.0000,13.3903
7.0000,9.7072
9.0000,9.7740
14.0000,13.0274
10.0000,11.2693
11.0000,10.9908
16.0000,14.0284
3.0000,7.6774
16.0000,13.0410
20.0000,17.6083
12.0000,13.6276
16.0000,14.9640
13.0000,13.7627
13.0000,13.4004
14.0000,14.1208
18.0000,17.1861
16.0000,16.2405
17.0000,16.1231
17.0000,15.7239
17.0000,15.5852
9.0000,11.2671
6.0000,8.4327
6.0000,7.5060
4.0000,6.0259
5.0000,6.0608
6.0000,6.7312
5.0000,6.3024
10.0000,9.3511
8.0000,8.6372
8.0000,8.6006
9.0000,9.2096
16.0000,14.3632
7.0000,9.7274
6.0000,7.5893
5.0000,6.4154
15.0000,12.6307
8.0000,9.5677
3.0000,6.2771
10.0000,9.2653
7.0000,8.1159
22.0000,18.3458
14.0000,13.9965
6.0000,8.6506
12.0000,10.2031
12.0000,10.9945
13.0000,11.9686
13.0000,12.2100
11.0000,11.0395
17.0000,14.5832
15.0000,14.0871
11.0000,11.6422
9.0000,9.7739
9.0000,9.3054
17.0000,14.4159
15.0000,14.0824
13.0000,12.7558
11.0000,11.2626
16.0000,13.9778
16.0000,14.6648
8.0000,10.2786
14.0000,12.3071
7.0000,9.2890
5.0000,7.3444
14.0000,12.2260
11.0000,11.2429
13.0000,12.3925
14.0000,13.4101
21.0000,18.4306
10.0000,12.5233
11.0000,11.3013
11.0000,11.2327
8.0000,9.6174
10.0000,9.9975
11.0000,10.7085
35.0000,28.8099
11.0000,13.4927
22.0000,18.0136
26.0000,22.9371
11.0000,13.6213
19.0000,16.1509
14.0000,14.1193
17.0000,15.3510
19.0000,17.0937
13.0000,13.5837
21.0000,17.9332
1.0000,8.9147
6.0000,7.4300
16.0000,13.2508
13.0000,13.2296
20.0000,18.4456
11.0000,13.0185
7.0000,9.0607
12.0000,10.7579
10.0000,10.2802
8.0000,9.0197
9.0000,9.4693
12.0000,12.0878
19.0000,17.1938
8.0000,11.7548
11.0000,11.7754
12.0000,11.9725
14.0000,13.4305
14.0000,13.9515
14.0000,14.0500
7.0000,10.3226
10.0000,10.2081
7.0000,8.3664
16.0000,13.5519
2.0000,6.9317
9.0000,8.6079
5.0000,6.9946
3.0000,5.2971
8.0000,7.7099
6.0000,6.7848
5.0000,6.0104
10.0000,9.0786
10.0000,9.6653
16.0000,13.9165
16.0000,14.8734
9.0000,10.9701
7.0000,8.4136
6.0000,6.9423
4.0000,5.6043
13.0000,11.0633
12.0000,11.5304
7.0000,8.6939
8.0000,8.2600
11.0000,10.0184
14.0000,12.5035
18.0000,15.7498
7.0000,9.8285
7.0000,7.6607
5.0000,6.1282
6.0000,6.3233
10.0000,9.0096
8.0000,8.3752
8.0000,8.2816
5.0000,6.4981
7.0000,7.2879
8.0000,8.2070
10.0000,9.7346
9.0000,9.2545
9.0000,9.0549
10.0000,9.6279
9.0000,9.2078
12.0000,11.0044
17.0000,14.7929
10.0000,11.1732
13.0000,11.9032
9.0000,10.0022
18.0000,15.3000
6.0000,9.4804
5.0000,6.7857
10.0000,8.9028
8.0000,8.3725
10.0000,9.5684
9.0000,9.2384
9.0000,9.1706
12.0000,10.9472
9.0000,9.5846
7.0000,8.0567
11.0000,10.0759
8.0000,8.8255
10.0000,9.7178
10.0000,9.9443
6.0000,7.7202
6.0000,7.0210
9.0000,8.7454
6.0000,7.4634
5.0000,6.4348
6.0000,6.5716
5.0000,6.0578
8.0000,7.7346
8.0000,8.1220
11.0000,10.0508
8.0000,8.6785
5.0000,6.6317
11.0000,9.6913
6.0000,7.3825
17.0000,14.0012
9.0000,10.1270
12.0000,11.1444
11.0000,10.7913
11.0000,10.6992
9.0000,9.5501
12.0000,10.9854
7.0000,8.4774
5.0000,6.5516
10.0000,9.0075
10.0000,9.6226
10.0000,9.8416
4.0000,6.4966
24.0000,18.8046
17.0000,15.5696
17.0000,15.8663
18.0000,16.3572
4.0000,8.9179
6.0000,6.7887
12.0000,10.1170
